language;task;method;clean-subset-size;mean-f1;std-error;seeds;f1-values
Hausa;NER;XLM-RoBERTa + distant + cm-smooth;400;0.7630746504540457;0.007009801586232643;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7665369649805447, 0.7705382436260624, 0.7790055248618785, 0.7246925260170294, 0.7269230769230769, 0.7834843907351461, 0.796039603960396, 0.7614678899082569, 0.7732342007434945, 0.748824082784572]
Hausa;NER;XLM-RoBERTa + distant + cm-smooth;650;0.790858097888663;0.00418934417177205;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7872954764196343, 0.7923444976076556, 0.7969639468690702, 0.7669172932330828, 0.8083491461100569, 0.7881679389312977, 0.7730294396961064, 0.7848101265822786, 0.8099331423113658, 0.8007699711260826]
Hausa;NER;XLM-RoBERTa + distant + cm-smooth;800;0.8118867290898744;0.0042578879322221755;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.814176245210728, 0.8022813688212929, 0.806850618458611, 0.7808988764044944, 0.8225190839694656, 0.8041627246925259, 0.8274547187797903, 0.8174757281553398, 0.8145315487571702, 0.8285163776493255]
Hausa;NER;XLM-RoBERTa + distant + cm-smooth;1013;0.8204600359908504;0.0016891710478193472;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.8109640831758034, 0.8158640226628895, 0.8177434908389586, 0.823069403714565, 0.8160152526215443, 0.8289855072463769, 0.8263821532492726, 0.8231884057971015, 0.8246445497630331, 0.8177434908389586]
Yoruba;NER;mBERT;10;0.45123573512782933;0.010136350374149741;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.44725738396624476, 0.4558521560574949, 0.4556962025316456, 0.48065173116089616, 0.40084388185654013, 0.5152838427947598, 0.47807017543859653, 0.4194260485651214, 0.4248496993987976, 0.4344262295081967]
Yoruba;NER;mBERT;100;0.58064858091242;0.008297254209224402;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.5761124121779859, 0.5666666666666667, 0.6357615894039734, 0.6029723991507431, 0.5803757828810021, 0.5978021978021978, 0.5826086956521739, 0.5701559020044543, 0.5622119815668203, 0.5318181818181819]
Yoruba;NER;mBERT;250;0.6390491472669397;0.00609393896086456;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6611909650924026, 0.644880174291939, 0.634920634920635, 0.6512605042016806, 0.6491228070175438, 0.6188340807174888, 0.6040268456375839, 0.6153846153846155, 0.6457023060796646, 0.6651685393258427]
Yoruba;NER;mBERT;400;0.6741868127960295;0.004501452144863477;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6666666666666666, 0.6738660907127431, 0.6712328767123288, 0.6666666666666666, 0.6899563318777292, 0.6857142857142857, 0.677345537757437, 0.6958525345622121, 0.6419213973799126, 0.6726457399103138]
Yoruba;NER;mBERT;650;0.6936048890307072;0.005845511578372325;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6936936936936936, 0.7093821510297483, 0.6681818181818182, 0.67420814479638, 0.6874999999999999, 0.7035398230088497, 0.6800894854586129, 0.7316017316017316, 0.6800894854586129, 0.7077625570776256]
Yoruba;NER;mBERT;815;0.6936549385072137;0.005225928520860693;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7013574660633484, 0.6905829596412556, 0.6880733944954128, 0.6986301369863014, 0.6958637469586375, 0.6681614349775785, 0.7022222222222223, 0.7224669603524229, 0.7056179775280899, 0.6635730858468678]
Yoruba;NER;mBERT distilled;10;0.31448572906329325;0.01853339195616353;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.3599088838268793, 0.23655913978494622, 0.3039399624765478, 0.4046511627906976, 0.3701923076923077, 0.2684563758389261, 0.3422982885085575, 0.24271844660194172, 0.3661327231121282, 0.25]
Yoruba;NER;mBERT distilled;100;0.5473408038482932;0.007208321938182199;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.58980044345898, 0.5315315315315315, 0.5502183406113537, 0.5418502202643171, 0.5384615384615385, 0.5205479452054794, 0.5796460176991151, 0.5652173913043478, 0.5381165919282512, 0.518018018018018]
Yoruba;NER;mBERT distilled;250;0.6229700225807211;0.006303928839553195;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6452991452991453, 0.6550976138828634, 0.6247288503253797, 0.6236559139784946, 0.5943600867678959, 0.6078886310904873, 0.6345733041575493, 0.5902335456475584, 0.6357615894039734, 0.6181015452538632]
Yoruba;NER;mBERT distilled;400;0.6478458565374393;0.0029322502041957328;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6666666666666666, 0.6498855835240274, 0.6353467561521253, 0.6484018264840182, 0.639269406392694, 0.6378132118451024, 0.6408602150537634, 0.6526806526806528, 0.6575342465753424, 0.65]
Yoruba;NER;mBERT distilled;650;0.6752541938958951;0.004312021137530016;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6711409395973156, 0.6787330316742081, 0.6666666666666667, 0.701123595505618, 0.6877828054298644, 0.6818181818181818, 0.6682242990654206, 0.6588235294117647, 0.6534216335540839, 0.6848072562358276]
Yoruba;NER;mBERT distilled;815;0.6828217140023696;0.004065858281957185;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6968325791855203, 0.6818181818181818, 0.6836027713625867, 0.6902654867256637, 0.6848072562358276, 0.6819221967963387, 0.6547085201793723, 0.691764705882353, 0.6651270207852195, 0.6973684210526315]
Yoruba;NER;mBERT full-dev-set;10;0.4647239113769091;0.009089497065616604;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.4795081967213115, 0.45306122448979597, 0.4790419161676647, 0.4847250509164969, 0.4000000000000001, 0.5152838427947598, 0.47391304347826085, 0.4493392070484581, 0.44948453608247424, 0.462882096069869]
Yoruba;NER;mBERT full-dev-set;100;0.6021760576351303;0.006389684555961156;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.5831435079726651, 0.5987261146496815, 0.6357615894039734, 0.6284501061571126, 0.6134969325153373, 0.6102449888641425, 0.5635593220338984, 0.6031042128603104, 0.5892473118279569, 0.5960264900662251]
Yoruba;NER;mBERT full-dev-set;250;0.6455686620765704;0.005486098868550253;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6639004149377594, 0.644880174291939, 0.6487695749440716, 0.6581740976645436, 0.6508620689655172, 0.6486486486486486, 0.5969498910675382, 0.6425531914893619, 0.6457023060796646, 0.6552462526766595]
Yoruba;NER;mBERT full-dev-set;400;0.6668374005696862;0.0071595182249915845;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6533333333333332, 0.6884531590413944, 0.6712328767123288, 0.6666666666666666, 0.6441441441441441, 0.6857142857142857, 0.6780383795309168, 0.693446088794926, 0.6146993318485523, 0.6726457399103138]
Yoruba;NER;mBERT full-dev-set;650;0.6925534039651465;0.0056734248094755125;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6936936936936936, 0.7093821510297483, 0.6681818181818182, 0.67420814479638, 0.6874999999999999, 0.7035398230088497, 0.6800894854586129, 0.7316017316017316, 0.6800894854586129, 0.6972477064220184]
Yoruba;NER;mBERT full-dev-set;815;0.6936549385072137;0.005225928520860693;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7013574660633484, 0.6905829596412556, 0.6880733944954128, 0.6986301369863014, 0.6958637469586375, 0.6681614349775785, 0.7022222222222223, 0.7224669603524229, 0.7056179775280899, 0.6635730858468678]
Yoruba;NER;mBERT (no DATE label);10;0.4981590948835251;0.009922787902303713;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.5309278350515464, 0.508108108108108, 0.4653739612188365, 0.4999999999999999, 0.4678362573099415, 0.5602240896358543, 0.4529262086513995, 0.49856733524355307, 0.4791086350974931, 0.5185185185185185]
Yoruba;NER;mBERT (no DATE label);100;0.5432084834429861;0.012035052661583303;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.5976331360946746, 0.5360230547550432, 0.5144508670520231, 0.5575757575757576, 0.5737265415549597, 0.5923913043478262, 0.5096952908587258, 0.5649717514124294, 0.5071225071225071, 0.478494623655914]
Yoruba;NER;mBERT (no DATE label);250;0.650125446833352;0.008489402147285465;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6684931506849314, 0.6377551020408164, 0.6588921282798833, 0.6575342465753425, 0.6528497409326425, 0.6348314606741572, 0.631578947368421, 0.5989304812834225, 0.6521739130434784, 0.7082152974504249]
Yoruba;NER;mBERT (no DATE label);400;0.681088157399533;0.004310451328908016;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6685082872928177, 0.7038123167155425, 0.6724137931034484, 0.6842105263157895, 0.7023809523809523, 0.6819484240687679, 0.6590909090909092, 0.6878612716763005, 0.680232558139535, 0.6704225352112675]
Yoruba;NER;mBERT (no DATE label);650;0.6904842943218247;0.003940953230467586;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6934097421203439, 0.6869806094182825, 0.6954022988505747, 0.69164265129683, 0.7108433734939759, 0.6840579710144928, 0.6882352941176472, 0.7028571428571428, 0.6606060606060606, 0.6908077994428969]
Yoruba;NER;mBERT (no DATE label);815;0.7133411430455274;0.0038892015078320664;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6869806094182825, 0.71976401179941, 0.7134831460674157, 0.7142857142857142, 0.7272727272727272, 0.7218934911242604, 0.6968838526912181, 0.7098591549295775, 0.7146974063400575, 0.7282913165266106]
Yoruba;NER;mBERT + en-data (zero-shot);0;0.5736434108527131;0;[12345];[0.5736434108527131]
Yoruba;NER;mBERT + en-data (few-shot);10;0.6765853032524064;0.006349424807989293;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6837060702875399, 0.6763005780346821, 0.6842105263157895, 0.6595744680851063, 0.7102803738317757, 0.6609195402298851, 0.7041420118343196, 0.6805970149253732, 0.6666666666666666, 0.6394557823129251]
Yoruba;NER;mBERT + en-data (few-shot);100;0.6880048827216383;0.0068241721927909255;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7155425219941349, 0.6741573033707865, 0.6625386996904024, 0.6805970149253732, 0.6729559748427673, 0.6818181818181818, 0.7228915662650601, 0.658307210031348, 0.7025316455696202, 0.7087087087087087]
Yoruba;NER;mBERT + en-data (few-shot);250;0.7135023480179772;0.00724550307336927;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6797752808988763, 0.6866485013623977, 0.7178082191780822, 0.6963788300835654, 0.7445652173913043, 0.7005649717514124, 0.7492957746478873, 0.7119565217391304, 0.709141274238227, 0.738888888888889]
Yoruba;NER;mBERT + en-data (few-shot);400;0.69832443787202;0.011195930829301995;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6290801186943621, 0.7087912087912089, 0.7072463768115941, 0.7520891364902508, 0.6927710843373494, 0.6506024096385542, 0.7076023391812866, 0.680722891566265, 0.7150837988826816, 0.7392550143266475]
Yoruba;NER;mBERT + en-data (few-shot);650;0.710245193324693;0.003848466779137458;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6983240223463687, 0.7228915662650601, 0.7179487179487181, 0.7191011235955056, 0.6976744186046512, 0.7038123167155425, 0.7159763313609467, 0.6882352941176472, 0.7102272727272727, 0.7282608695652174]
Yoruba;NER;mBERT + en-data (few-shot);815;0.7106637008891268;0.00466179931700247;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.699421965317919, 0.7096774193548386, 0.6884272997032641, 0.7013698630136986, 0.7098591549295775, 0.7175141242937852, 0.7204610951008645, 0.7011494252873562, 0.7456647398843931, 0.7130919220055709]
Yoruba;NER;mBERT + distant;10;0.5247019631453583;0.011004121925811638;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.5120772946859904, 0.5435244161358811, 0.5202312138728324, 0.48172043010752685, 0.5193621867881549, 0.5635593220338984, 0.5147679324894515, 0.5982905982905984, 0.5203252032520325, 0.47316103379721675]
Yoruba;NER;mBERT + distant;100;0.6177777046025297;0.008549909995591323;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6503340757238307, 0.6249999999999999, 0.6331236897274634, 0.5569620253164557, 0.6016597510373444, 0.6107784431137725, 0.5928705440900564, 0.6300211416490487, 0.6257668711656442, 0.6512605042016806]
Yoruba;NER;mBERT + distant;250;0.6340937830629685;0.008606679139904672;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6194690265486725, 0.6038543897216275, 0.5793991416309013, 0.6304801670146138, 0.6496815286624205, 0.6530612244897959, 0.6280623608017818, 0.6812227074235808, 0.6436285097192225, 0.6520787746170678]
Yoruba;NER;mBERT + distant;400;0.6836135652243629;0.010629367780058975;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6722689075630252, 0.6932773109243697, 0.6832298136645963, 0.6046511627906977, 0.6852248394004282, 0.7103594080338267, 0.6839826839826841, 0.7260869565217392, 0.6548323471400394, 0.7222222222222222]
Yoruba;NER;mBERT + distant;650;0.7015921736116784;0.005209868385314898;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6809421841541755, 0.7094017094017094, 0.6681715575620767, 0.6891891891891893, 0.7045454545454546, 0.7008928571428571, 0.7248322147651006, 0.7074829931972789, 0.7152317880794701, 0.7152317880794701]
Yoruba;NER;mBERT + distant;815;0.6982212083569702;0.004282746220557391;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7185354691075514, 0.6788990825688074, 0.6997840172786177, 0.6788154897494306, 0.7174887892376681, 0.7089715536105031, 0.6868250539956804, 0.6986301369863014, 0.7021276595744681, 0.6921348314606741]
Yoruba;NER;mBERT + distant + cm;10;0.514154807463535;0.01721127423720623;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.5797665369649806, 0.5182341650671786, 0.5896907216494846, 0.47749510763209396, 0.4933586337760911, 0.5663366336633663, 0.5559701492537312, 0.4423791821561338, 0.4919210053859963, 0.42639593908629436]
Yoruba;NER;mBERT + distant + cm;100;0.6182345218979843;0.010185077600171523;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6156862745098038, 0.6050420168067226, 0.5847953216374269, 0.6398390342052315, 0.6463414634146342, 0.6047516198704104, 0.6435845213849287, 0.5497076023391813, 0.6272912423625255, 0.6653061224489796]
Yoruba;NER;mBERT + distant + cm;250;0.6521193117585652;0.009631029920958966;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6136363636363636, 0.6753812636165578, 0.6697247706422018, 0.6892177589852009, 0.6094420600858369, 0.6710816777041942, 0.6361746361746362, 0.6978723404255319, 0.6289592760180994, 0.6297029702970296]
Yoruba;NER;mBERT + distant + cm;400;0.6683107429111279;0.010995971174849715;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6652452025586354, 0.6829268292682926, 0.6482758620689655, 0.6311111111111111, 0.6191536748329621, 0.6738660907127431, 0.6853448275862069, 0.720173535791757, 0.6313465783664459, 0.7256637168141593]
Yoruba;NER;mBERT + distant + cm;650;0.6875129942990912;0.006685357710686126;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6651583710407241, 0.6514806378132117, 0.6774941995359629, 0.691764705882353, 0.6754966887417218, 0.690744920993228, 0.7008928571428571, 0.6948356807511737, 0.7336448598130842, 0.6936170212765956]
Yoruba;NER;mBERT + distant + cm;815;0.6953972276493934;0.006431862051215381;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6946902654867257, 0.6921348314606741, 0.7366071428571429, 0.7110091743119266, 0.6830357142857143, 0.7146067415730337, 0.6592427616926504, 0.6972477064220184, 0.6864988558352402, 0.6788990825688074]
Yoruba;NER;mBERT + distant + cm-smooth;10;0.5626315878708021;0.011069861809998178;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6184738955823293, 0.5650557620817843, 0.5661914460285132, 0.5971943887775552, 0.5125448028673835, 0.545816733067729, 0.5784499054820417, 0.5900990099009901, 0.499054820415879, 0.5534351145038168]
Yoruba;NER;mBERT + distant + cm-smooth;100;0.6455908348035198;0.012413684360391078;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6169772256728777, 0.5742574257425743, 0.6950959488272921, 0.6095238095238096, 0.6357894736842105, 0.6355555555555555, 0.6831275720164609, 0.634453781512605, 0.6652452025586354, 0.7058823529411764]
Yoruba;NER;mBERT + distant + cm-smooth;250;0.6716771664396459;0.008571316237566675;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6540880503144655, 0.6680851063829788, 0.6756152125279642, 0.610752688172043, 0.6736401673640167, 0.681912681912682, 0.7236842105263157, 0.6624203821656051, 0.6913043478260869, 0.6752688172043011]
Yoruba;NER;mBERT + distant + cm-smooth;400;0.6794160965364762;0.009906291556630534;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6769230769230768, 0.6758620689655171, 0.6638115631691649, 0.6786516853932585, 0.7048832271762209, 0.7071583514099783, 0.7114967462039046, 0.7015250544662309, 0.5981735159817352, 0.6756756756756757]
Yoruba;NER;mBERT + distant + cm-smooth;650;0.6895229528775995;0.006198123025166283;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6828193832599119, 0.7029478458049887, 0.6956521739130436, 0.6607538802660753, 0.6498855835240274, 0.6945054945054945, 0.6995708154506439, 0.7056367432150313, 0.6859688195991092, 0.7174887892376681]
Yoruba;NER;mBERT + distant + cm-smooth;815;0.6783863669865011;0.007885354948164554;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6431718061674009, 0.7328918322295807, 0.690423162583519, 0.6609808102345415, 0.6636971046770601, 0.702355460385439, 0.671264367816092, 0.6812227074235808, 0.6526315789473685, 0.6852248394004282]
isiXhosa;NER;XLM-RoBERTa;10;0.3014343794236379;0.011000398949282113;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.33427406710567575, 0.3310344827586207, 0.26706231454005935, 0.3171753441053261, 0.28061911170928666, 0.3337229690239626, 0.23090338332752006, 0.2715966386554622, 0.3105631456181273, 0.33739233739233737]
isiXhosa;NER;XLM-RoBERTa;100;0.4245083433330075;0.0068139813486732615;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.4234404536862004, 0.4108141702921069, 0.4295692665890571, 0.4457958751983077, 0.45603576751117736, 0.43078512396694213, 0.4070857936783605, 0.37860368183397014, 0.4167403477748306, 0.4462129527991218]
isiXhosa;NER;XLM-RoBERTa;250;0.5011869665256166;0.009134862981313096;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.4526695054045201, 0.502644030058447, 0.518495872821767, 0.48706771287416445, 0.4507471790179933, 0.5440187189236618, 0.5237954478273722, 0.5066026410564225, 0.5250651984931903, 0.500763358778626]
isiXhosa;NER;XLM-RoBERTa;400;0.5480013595655429;0.003374133011575091;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.5542600896860987, 0.5553989286721173, 0.5577275503970679, 0.5509626274065685, 0.5473561882626381, 0.5190489830993985, 0.5553260548834464, 0.5509849362688297, 0.5472238122495707, 0.5417244247296922]
isiXhosa;NER;XLM-RoBERTa;650;0.5425051932909064;0.00191458139239553;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.5466390287237193, 0.5518684603886397, 0.5319148936170213, 0.5378006872852233, 0.5431878895814781, 0.5366284201235657, 0.5492834162035684, 0.546521866744937, 0.5371974902898118, 0.5440097799511002]
isiXhosa;NER;XLM-RoBERTa;800;0.5652594245779355;0.005948489673078817;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.5739333722969023, 0.5841463414634146, 0.5536547433903577, 0.5386100386100386, 0.584502745576571, 0.544355946168635, 0.5405714285714285, 0.5907710989678203, 0.5630376742806289, 0.5790108564535584]
isiXhosa;NER;XLM-RoBERTa;1500;0.6668618871047868;0.004351375241592458;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6837455830388692, 0.6632124352331608, 0.6556969885128842, 0.6634499396863692, 0.6366739062984796, 0.6889952153110048, 0.6710565698892547, 0.6670665866826634, 0.6656562594725675, 0.6730653869226154]
isiXhosa;NER;XLM-RoBERTa;2000;0.6547358349739677;0.00394803642706059;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6654654654654655, 0.6614457831325301, 0.6654687032045523, 0.6386753400354819, 0.6523473458115986, 0.6529736358062539, 0.6501225490196079, 0.6401969836872885, 0.6413401136703559, 0.679322429906542]
isiXhosa;NER;XLM-RoBERTa;3000;0.6833046546322379;0.003567085202162782;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6931473620375986, 0.6954954954954955, 0.661509900990099, 0.6706138984107198, 0.6959189935563056, 0.6896337678460583, 0.6897173782321107, 0.6713933415536375, 0.680786686838124, 0.6848297213622291]
isiXhosa;NER;XLM-RoBERTa;4000;0.6885687504448201;0.0038794405272618774;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.686695278969957, 0.7054500918554808, 0.6745122328894395, 0.6924731182795698, 0.7030716723549488, 0.705187946567257, 0.6801116971765436, 0.6700659868026394, 0.689655172413793, 0.6784643071385723]
isiXhosa;NER;XLM-RoBERTa;5137;0.7135440465410244;0.0034513903727867072;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7206106870229009, 0.7184643510054844, 0.7337170554377461, 0.7012750455373407, 0.6990654205607477, 0.7258898691816246, 0.7038969008898436, 0.7146371463714638, 0.7144607843137255, 0.7034232050893668]
isiXhosa;NER;XLM-RoBERTa + en-data (zero-shot);0;0.0983078162771958;0;[12345];[0.0983078162771958]
isiXhosa;NER;XLM-RoBERTa + en-data (few-shot);10;0.41630405071359017;0.011586415953908389;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.37833379158647235, 0.43476005188067446, 0.34569936795823025, 0.42757074810871387, 0.4536301006889242, 0.4564359041853119, 0.37595690388432096, 0.45374566782191417, 0.4340643691256052, 0.40284360189573454]
isiXhosa;NER;XLM-RoBERTa + en-data (few-shot);100;0.48292775343176386;0.006586368655196312;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.46004842615012104, 0.5152383433185725, 0.4907792980368828, 0.4643772424397745, 0.4620236530880421, 0.48250066791343843, 0.45636052481460354, 0.4878744650499287, 0.5155181483429774, 0.494556765163297]
isiXhosa;NER;XLM-RoBERTa + en-data (few-shot);250;0.5334891148902476;0.0013426330921680614;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.5352924229328725, 0.5387243735763099, 0.5335628227194492, 0.535072463768116, 0.5278396436525613, 0.5307112068965516, 0.539877300613497, 0.5271317829457364, 0.5297207630633121, 0.5369583687340697]
isiXhosa;NER;XLM-RoBERTa + en-data (few-shot);400;0.539965335680442;0.004614319358153174;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.5313521545319464, 0.5468208092485549, 0.5380333951762524, 0.5424302227234282, 0.5420777713290772, 0.544713078939703, 0.5632676378177663, 0.5084155542658154, 0.5266187050359712, 0.555924027735906]
isiXhosa;NER;XLM-RoBERTa + en-data (few-shot);650;0.5459206102827656;0.002615000212249898;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.5435745937961596, 0.540755467196819, 0.5580290887503712, 0.5395513577331759, 0.5562838415502992, 0.5536963796775175, 0.5396442568586072, 0.5547533092659447, 0.5361930294906166, 0.5367247785081452]
isiXhosa;NER;XLM-RoBERTa + en-data (few-shot);800;0.5578504917521754;0.004765455355686689;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.575301204819277, 0.5740018012608825, 0.5474992601361349, 0.5325342465753424, 0.5784671532846716, 0.5732330827067669, 0.5501657125640252, 0.5512625494371768, 0.5482406356413168, 0.5477992710961592]
isiXhosa;NER;XLM-RoBERTa + en-data (few-shot);1500;0.6582642879688706;0.004361063637212162;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6629013079667062, 0.6731001206272618, 0.6470588235294117, 0.6768585131894483, 0.6425531914893616, 0.6555760936537277, 0.6504358280733394, 0.6585883065737655, 0.6368920159070052, 0.6786786786786787]
isiXhosa;NER;XLM-RoBERTa + en-data (few-shot);2000;0.6552582677777902;0.0027457062468774465;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6504706954145155, 0.6486821705426357, 0.6640195479535734, 0.658865886588659, 0.6559999999999999, 0.6403940886699506, 0.6500898741761533, 0.6714064914992273, 0.6497431248111212, 0.6629107981220657]
isiXhosa;NER;XLM-RoBERTa + en-data (few-shot);3000;0.6812384417925642;0.00489132324968806;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6807995154451848, 0.6771410967344424, 0.6938530734632683, 0.6569928990429145, 0.7066666666666668, 0.6740061162079511, 0.6944114149821641, 0.6766687078995715, 0.694344163658243, 0.6575007638252368]
isiXhosa;NER;XLM-RoBERTa + en-data (few-shot);4000;0.6925804766135834;0.003330238257225578;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6926829268292682, 0.6686948585336173, 0.7019431988041853, 0.6929086538461537, 0.701338199513382, 0.6864848299111248, 0.7090796788140828, 0.6941431670281996, 0.69375, 0.6847792528558198]
isiXhosa;NER;XLM-RoBERTa + en-data (few-shot);5137;0.7141125704319243;0.003270576969878575;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.701386748844376, 0.6935632891900215, 0.7116754413131001, 0.727107887579329, 0.714416896235078, 0.7181846059490953, 0.7228112693123298, 0.7281134401972873, 0.7094068304373877, 0.7144592952612394]
